Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ENSV,ENSERVCO Corporation,0.1336,$7.35M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ensv
ENTA,"Enanta Pharmaceuticals, Inc.",49.74,$998.39M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enta
ENTG,"Entegris, Inc.",70.74,$9.54B,2000,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,1.11,$20.24M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.349,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entxw
ENV,"Envestnet, Inc",84.88,$4.56B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
ENVA,"Enova International, Inc.",18.16,$546.79M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
ENX,Eaton Vance New York Municipal Bond Fund,11.9,$215.61M,2002,n/a,n/a,https://old.nasdaq.com/symbol/enx
ENZ,"Enzo Biochem, Inc.",2.06,$98.66M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
ENZL,iShares MSCI New Zealand ETF,60.885,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enzl
EOD,Wells Fargo Global Dividend Opportunity Fund,4.61,$201.93M,2007,n/a,n/a,https://old.nasdaq.com/symbol/eod
EOG,"EOG Resources, Inc.",43.7,$25.44B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EOI,Eaton Vance Enhance Equity Income Fund,15.63,$614.63M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOLS,"Evolus, Inc.",4.04,$136.26M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eols
EOS,Eaton Vance Enhanced Equity Income Fund II,19.88,$988M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EOT,Eaton Vance Municipal Income Trust,20.46,$313.31M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EP^C,El Paso Corporation,48.98,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
EPAC,Enerpac Tool Group Corp.,21.56,$1.29B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
EPAM,"EPAM Systems, Inc.",337.74,$18.86B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPAY,"Bottomline Technologies, Inc.",48.83,$2.18B,1999,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/epay
EPC,Edgewell Personal Care,30.38,$1.65B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EPD,Enterprise Products Partners L.P.,17.55,$38.36B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EPIX,ESSA Pharma Inc.,7.45,$216.11M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epix
EPM,"Evolution Petroleum Corporation, Inc.",2.86,$94.26M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epm
EPR,EPR Properties,33.76,$2.52B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPR^C,EPR Properties,20.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,30.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,19.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
EPRT,"Essential Properties Realty Trust, Inc.",18.02,$1.68B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
EPSN,Epsilon Energy Ltd.,3.07,$73.06M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epsn
EPZM,"Epizyme, Inc.",13.11,$1.33B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epzm
EQ,"Equillium, Inc.",5.33,$129.32M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eq
EQBK,"Equity Bancshares, Inc.",16.27,$247.6M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/eqbk
EQC,Equity Commonwealth,31.29,$3.8B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,29.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
EQH,"Equitable Holdings, Inc.",21.57,$9.69B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"Equitable Holdings, Inc.",25.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
EQIX,"Equinix, Inc.",799.61,$70.81B,2000,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqix
EQNR,Equinor ASA,15.82,$51.38B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQR,Equity Residential,57.69,$21.47B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQRR,ProShares Equities for Rising Rates ETF,31.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqrr
EQS,"Equus Total Return, Inc.",1.4,$18.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
EQT,EQT Corporation,15.06,$3.85B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
EQX,Equinox Gold Corp.,12.98,$3.13B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/eqx
ERC,Wells Fargo Multi-Sector Income Fund,11.57,$348.03M,2003,n/a,n/a,https://old.nasdaq.com/symbol/erc
ERESU,East Resources Acquisition Company,9.93,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/eresu
ERF,Enerplus Corporation,2.53,$563.05M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ERH,Wells Fargo Utilities and High Income Fund,12.775,$118.42M,2004,n/a,n/a,https://old.nasdaq.com/symbol/erh
ERIC,Ericsson,11.68,$38.82B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,217.85,$11.39B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/erie
ERII,"Energy Recovery, Inc.",8.87,$493.9M,2008,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/erii
ERJ,Embraer S.A.,5.57,$1.02B,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
EROS,Eros International PLC,3.05,$540.7M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ERYP,Erytech Pharma S.A.,6.83,$123.48M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eryp
ES,Eversource Energy,86.47,$29.63B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
ESBK,Elmira Savings Bank NY (The),10.625,$37.32M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/esbk
ESCA,"Escalade, Incorporated",19.21,$271.89M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/esca
ESE,ESCO Technologies Inc.,90.98,$2.37B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESEA,Euroseas Ltd.,2.23,$12.49M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/esea
ESG,FlexShares Trust,87.2952,$45.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esg
ESGD,iShares ESG Aware MSCI EAFE ETF,65.87,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgd
ESGE,iShares ESG Aware MSCI EM ETF,36.53,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esge
ESGG,FlexShares Trust,117.2904,$105.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgg
ESGR,Enstar Group Limited,179.98,$3.99B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,26.55,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgro
ESGRP,Enstar Group Limited,26.53,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgrp
ESGU,iShares ESG Aware MSCI USA ETF,81.56,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgu
ESI,Element Solutions Inc.,11.4,$2.84B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ESLT,Elbit Systems Ltd.,131.84,$5.83B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/eslt
ESNT,Essent Group Ltd.,37.78,$4.25B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
ESP,Espey Mfg. & Electronics Corp.,16.8873,$40.57M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/esp
ESPO,VanEck Vectors Video Gaming and eSports ETF,63.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/espo
ESPR,"Esperion Therapeutics, Inc.",36.89,$1.03B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",16.52,$126.59M,2017,Finance,Commercial Banks,https://old.nasdaq.com/symbol/esq
ESRT,"Empire State Realty Trust, Inc.",6.45,$1.87B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
ESS,"Essex Property Trust, Inc.",220.98,$14.41B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
ESSA,"ESSA Bancorp, Inc.",12.99,$142.25M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/essa
ESSC,East Stone Acquisition Corporation,9.86,$174.56M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/essc
ESSCR,East Stone Acquisition Corporation,0.1801,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/esscr
ESSCU,East Stone Acquisition Corporation,10.18,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/esscu
ESSCW,East Stone Acquisition Corporation,0.2,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/esscw
ESTA,Establishment Labs Holdings Inc.,19.4,$453.32M,2018,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/esta
ESTC,Elastic N.V.,106.39,$9.15B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
ESTE,"Earthstone Energy, Inc.",2.69,$175.08M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
ESXB,Community Bankers Trust Corporation.,5.07,$113.12M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/esxb
ET,Energy Transfer L.P.,6.3,$16.98B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETACU,E.Merge Technology Acquisition Corp.,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/etacu
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,14.34,$381.42M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
ETFC,E*TRADE Financial Corporation,55.09,$12.18B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/etfc
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.98,$1.22B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETH,Ethan Allen Interiors Inc.,14.79,$370.54M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
ETI^,Entergy Texas Inc,27.225,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eti^
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,10.3,$657.45M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
ETM,Entercom Communications Corp.,1.53,$211.15M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
ETN,"Eaton Corporation, PLC",105.57,$42.24B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETNB,"89bio, Inc.",38.82,$654.27M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/etnb
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,22.23,$348.59M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETON,"Eton Pharmaceuticals, Inc.",7.7,$161.36M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eton
ETP^C,"Energy Transfer Operating, L.P.",20.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",20.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",21.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^e
ETR,Entergy Corporation,100.48,$20.12B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ETRN,Equitrans Midstream Corporation,10.08,$4.36B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
ETSY,"Etsy, Inc.",124.37,$15.75B,2015,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/etsy
ETTX,Entasis Therapeutics Holdings Inc.,2.88,$78.6M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ettx
ETV,Eaton Vance Corporation,15.08,$1.37B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,9.1,$978.13M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.94,$237.87M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.73,$1.78B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EUFN,iShares MSCI Europe Financials Sector Index Fund,15.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eufn
EURN,Euronav NV,8.74,$1.8B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EV,Eaton Vance Corporation,41.83,$4.79B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EVA,"Enviva Partners, LP",41.12,$1.64B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
EVBG,"Everbridge, Inc.",148.71,$5.14B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/evbg
EVBN,"Evans Bancorp, Inc.",22.96,$123.45M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/evbn
EVC,Entravision Communications Corporation,1.51,$127.12M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
EVER,"EverQuote, Inc.",41.04,$1.12B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ever
EVF,Eaton Vance Senior Income Trust,5.9,$223.41M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVFM,"Evofem Biosciences, Inc.",3.46,$281.23M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evfm
EVG,Eaton Vance Short Diversified Income Fund,11.59,$207.24M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVGBC,Eaton Vance NextShares Trust,99.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evgbc
EVGN,Evogene Ltd.,2.82,$72.63M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/evgn
EVH,"Evolent Health, Inc",14.28,$1.22B,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
EVI,"EVI Industries, Inc.",24.97,$297.5M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evi
EVK,"Ever-Glory International Group, Inc.",0.97,$14.36M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/evk
EVLMC,Eaton Vance NextShares Trust II,99.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evlmc
EVLO,"Evelo Biosciences, Inc.",4.63,$213.61M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evlo
EVM,Eaton Vance California Municipal Bond Fund,11.63,$290.68M,2002,n/a,n/a,https://old.nasdaq.com/symbol/evm
EVN,Eaton Vance Municipal Income Trust,12.79,$507.34M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
EVOK,"Evoke Pharma, Inc.",5.3,$137.86M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",1.06,$12.93M,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/evol
EVOP,"EVO Payments, Inc.",29.6,$1.23B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/evop
EVR,Evercore Inc.,63.72,$2.59B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
EVRG,"Evergy, Inc.",53.27,$12.08B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,8.16,$697.28M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
EVSI,"Envision Solar International, Inc.",13.61,$91.02M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsi
EVSIW,"Envision Solar International, Inc.",7.44,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsiw
EVSTC,Eaton Vance NextShares Trust,99.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evstc
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.68,$1.52B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
EVTC,"Evertec, Inc.",35.56,$2.56B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
EVV,Eaton Vance Limited Duration Income Fund,11.95,$1.39B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evv
EVY,Eaton Vance New York Municipal Income Trust,13.04,$70.44M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evy
EW,Edwards Lifesciences Corporation,87.44,$54.36B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EWBC,"East West Bancorp, Inc.",36.77,$5.2B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ewbc
EWJE,iShares MSCI Japan Equal Weighted ETF,34.5994,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewje
EWJV,iShares MSCI Japan Value ETF,23.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewjv
EWZS,iShares MSCI Brazil Small-Cap ETF,14.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewzs
EXAS,Exact Sciences Corporation,77.27,$11.6B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exas
EXC,Exelon Corporation,38.03,$37.06B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/exc
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.6,$93.42M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
EXEL,"Exelixis, Inc.",21.91,$6.77B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.6,$200.51M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/exfo
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.96,$2.41B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
EXK,Endeavour Silver Corporation,4.02,$623.05M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
EXLS,"ExlService Holdings, Inc.",65.55,$2.24B,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/exls
EXP,Eagle Materials Inc,85.57,$3.57B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
EXPC,Experience Investment Corp.,10.03,$344.78M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expc
EXPCU,Experience Investment Corp.,10.26,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expcu
EXPCW,Experience Investment Corp.,1.09,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expcw
EXPD,"Expeditors International of Washington, Inc.",90.77,$15.22B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/expd
EXPE,"Expedia Group, Inc.",102.94,$14.54B,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/expe
EXPI,"eXp World Holdings, Inc.",44.9,$3.08B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/expi
EXPO,"Exponent, Inc.",82.04,$4.24B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/expo
EXPR,"Express, Inc.",1.04,$67.04M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
EXR,Extra Space Storage Inc,108.46,$14B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
EXTN,Exterran Corporation,4.7,$155.78M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
EXTR,"Extreme Networks, Inc.",4.63,$567.38M,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/extr
EYE,"National Vision Holdings, Inc.",39.42,$3.17B,2017,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/eye
EYEG,"Eyegate Pharmaceuticals, Inc.",3.94,$18.23M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyeg
EYEN,"Eyenovia, Inc.",3.53,$87.66M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyen
EYES,"Second Sight Medical Products, Inc.",0.783,$18.1M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.0836,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/eyesw
EYPT,"EyePoint Pharmaceuticals, Inc.",0.5001,$62.62M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",5.64,$310.58M,1991,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ezpw
EZT,Entergy Texas Inc,26.35,n/a,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
F,Ford Motor Company,6.95,$27.65B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/f
F^B,Ford Motor Company,24.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/f^b
F^C,Ford Motor Company,24.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/f^c
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.895,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/faar
FAB,First Trust Multi Cap Value AlphaDEX Fund,49.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fab
FAD,First Trust Multi Cap Growth AlphaDEX Fund,89.9182,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fad
FAF,First American Corporation (The),53.98,$6.02B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf
